participant,ResponseID,ResponseID,Q_TotalDuration,eise_c,eise_s,ad01,ad02,ad03,ad04,ad05,ad06,ad07,ad08,ad09,ad10,ad11,ad12,ad13,ad14,ad15,ad16,ad17,ad18,ad19,ad20,ad21,ad22,ad23,ad24,ad25,ad26,ad27,ad28,ad29,ad30,ad31,ad32,ad33,ad34,ad35,ad36,ad37,ad38,ad39,ad40,ad41,ad42,ad43,ad44,ad45,ad46,ad47,ad48,ad49,ad50,ad51,ad52,ad53,ad54,ad55,ad56,ad57,ad58,ad59,ad60,ad61,ad62,ad63,ad64,ad65,ad66,ad67,ad68,ad69,ad70,ad71,ad72,ad73,ad74,ad75,ad76,ad77,ad78,catch1,catch2,Q16,prev_exp,prev_last,prev_first,prev_freq,rel_exp,rel_skill,avg_perf_1_TEXT,input,input_TEXT,browser,browser_TEXT,age,gender,catch,catch_TEXT,language,language_TEXT,bugreport,hyp,comments,HITcode,DO-BL-Advice,exclude,exclude_why,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,r_10,r_11,r_12,r_13,r_14,r_15,r_16,r_17,r_18,r_19,r_20,r_21,r_22,r_23,r_24,r_25,r_26,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24,s_25,s_26
112,R_3flph3JmxxvM5Ob,R_3flph3JmxxvM5Ob,618,H2Jh1qRIJB,14,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,5,7,NA,NA,6,NA,5,NA,NA,6,NA,NA,5,6,5,2,NA,NA,7,NA,NA,7,6,NA,NA,NA,7,NA,NA,NA,4,NA,NA,3,NA,NA,NA,3,NA,NA,5,4,NA,NA,NA,NA,5,2,NA,6,NA,7,NA,7,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,As experienced,I was as skilled as most people,15,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,31,Female,Other,trout,"Yes, I only spoke English growing up",NA,NA,fun,NA,1,ad03|ad53|ad58|ad69|ad63|ad45|ad67|ad49|ad25|ad16|catch1|ad61|ad65|ad12|ad13|ad18|ad21|ad34|ad30|ad59|ad27|catch2|ad38|ad33|ad24|ad42|ad52|ad26,NA,NA,ad03,ad53,ad58,ad69,ad63,ad45,ad67,ad49,ad25,ad16,ad61,ad65,ad12,ad13,ad18,ad21,ad34,ad30,ad59,ad27,ad38,ad33,ad24,ad42,ad52,ad26,6,4,5,5,7,3,4,3,6,6,6,7,5,7,5,6,6,7,2,2,7,7,5,4,5,5
77,R_3foXdpwByCpJNk1,R_3foXdpwByCpJNk1,709,sSspaFnS1l,2,NA,7,6,6,2,NA,NA,NA,NA,6,NA,NA,7,NA,NA,NA,NA,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,7,6,7,NA,6,6,6,NA,NA,NA,NA,NA,NA,NA,6,NA,1,6,NA,7,NA,NA,NA,NA,2,NA,NA,NA,5,6,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA,7,4,4,1,I'm not sure,NA,NA,Less than once a year,Less experienced,I was as skilled as most people,10,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Mozilla Firefox,NA,63,Female,Other,trout,"Yes, I only spoke English growing up",NA,NA,game playing strategies,NA,1,ad05|ad31|ad40|ad13|ad39|ad30|ad18|ad03|ad51|ad78|catch1|ad10|ad41|ad63|ad37|ad73|ad02|ad49|ad72|ad52|ad36|catch2|ad04|ad64|ad35|ad20|ad59|ad54,NA,NA,ad05,ad31,ad40,ad13,ad39,ad30,ad18,ad03,ad51,ad78,ad10,ad41,ad63,ad37,ad73,ad02,ad49,ad72,ad52,ad36,ad04,ad64,ad35,ad20,ad59,ad54,2,5,6,7,6,6,7,6,1,7,6,6,5,7,7,7,6,7,6,6,6,6,7,7,2,7
196,R_3G6XCGZCNwSsEX0,R_3G6XCGZCNwSsEX0,431,kiHVXXYQy,6,NA,NA,NA,NA,NA,3,NA,NA,NA,6,NA,NA,NA,NA,NA,1,NA,6,NA,NA,NA,NA,2,NA,5,NA,NA,2,NA,NA,NA,5,5,NA,NA,3,NA,NA,6,5,NA,NA,6,NA,NA,6,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,5,5,2,NA,5,NA,5,NA,5,6,NA,NA,NA,NA,5,5,2,4,NA,NA,NA,NA,4,4,1,"Yes, I've played some version of this game before",Within the last month,More than 5 years ago,Less than once a year,As experienced,I was as skilled as most people,5,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Internet Explorer,NA,27,Male,Other,trout,"Yes, I spoke English and these other languages growing up:",Korean,NA,no idea,NA,1,ad10|ad51|ad39|ad74|ad66|ad46|ad23|ad28|ad16|ad65|catch1|ad72|ad36|ad59|ad25|ad57|ad32|ad33|ad71|ad18|ad61|catch2|ad73|ad06|ad43|ad40|ad58|ad63,NA,NA,ad10,ad51,ad39,ad74,ad66,ad46,ad23,ad28,ad16,ad65,ad72,ad36,ad59,ad25,ad57,ad32,ad33,ad71,ad18,ad61,ad73,ad06,ad43,ad40,ad58,ad63,6,6,6,4,6,6,2,2,1,5,5,3,2,5,5,5,5,5,6,5,2,3,6,5,5,5
142,R_3G7CTGGdDMKSwOX,R_3G7CTGGdDMKSwOX,451,IHMs3NIpvQ,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,5,NA,3,6,NA,NA,NA,5,NA,5,6,NA,NA,NA,2,7,5,5,NA,NA,6,5,NA,NA,6,NA,NA,NA,NA,5,5,NA,NA,5,6,NA,NA,NA,NA,NA,4,5,NA,NA,4,2,NA,NA,4,4,1,"Yes, I've played some version of this game before",Within the last month,More than 5 years ago,A few times a week,As experienced,I was as skilled as most people,15,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,28,Female,Other,trout,"Yes, I only spoke English growing up",NA,No.,How quick we can see words while playing a game like Boggle. ,NA,1,ad48|ad46|ad21|ad15|ad34|ad41|ad71|ad64|ad55|ad31|catch1|ad38|ad45|ad51|ad72|ad75|ad47|ad65|ad76|ad60|ad28|catch2|ad61|ad52|ad07|ad40|ad20|ad33,NA,NA,ad48,ad46,ad21,ad15,ad34,ad41,ad71,ad64,ad55,ad31,ad38,ad45,ad51,ad72,ad75,ad47,ad65,ad76,ad60,ad28,ad61,ad52,ad07,ad40,ad20,ad33,5,7,5,2,6,6,4,5,6,5,5,2,6,5,4,5,6,2,5,1,5,5,5,5,5,3
68,R_3G7IPnGwoss25pm,R_3G7IPnGwoss25pm,1186,aO7FcENZm2,3,5,4,6,3,NA,4,NA,2,NA,NA,3,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,4,NA,NA,5,3,NA,NA,NA,5,NA,NA,5,NA,NA,NA,5,NA,5,NA,NA,NA,6,4,NA,NA,5,NA,4,NA,4,NA,NA,4,4,1,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,Less experienced,I was as skilled as most people,3,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,31,Male,Other,trout,"Yes, I only spoke English growing up",NA,NA,How well people can dish out directions,NA,1,ad26|ad04|ad25|ad76|ad43|ad02|ad72|ad68|ad06|ad51|catch1|ad47|ad55|ad03|ad62|ad11|ad74|ad13|ad58|ad64|ad14|catch2|ad08|ad39|ad69|ad50|ad01|ad41,NA,NA,ad26,ad04,ad25,ad76,ad43,ad02,ad72,ad68,ad06,ad51,ad47,ad55,ad03,ad62,ad11,ad74,ad13,ad58,ad64,ad14,ad08,ad39,ad69,ad50,ad01,ad41,5,3,6,4,5,4,5,6,4,3,4,5,6,5,3,4,4,5,5,5,2,5,4,5,5,5
275,R_3GDFceI6mLqCwc9,R_3GDFceI6mLqCwc9,724,TBPmH851XI,12,NA,4,NA,NA,NA,NA,7,NA,6,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,6,NA,7,NA,7,NA,5,NA,NA,NA,5,5,6,7,NA,NA,NA,NA,7,NA,NA,NA,6,7,NA,NA,NA,5,NA,NA,7,NA,NA,NA,7,7,7,NA,NA,5,NA,NA,NA,NA,7,NA,NA,4,NA,NA,4,NA,NA,NA,5,7,NA,NA,NA,4,4,1,"Yes, I've played some version of this game before",Within the last 6 months,More than 5 years ago,A few times a month,As experienced,I was as skilled as most people,10,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,30,Female,Other,trout,"Yes, I only spoke English growing up",NA,"No, everything worked well",To explore how individuals determine whether advice is helpful or not based on their experience with a particular task,NA,1,ad20|ad50|ad30|ad07|ad67|ad22|ad56|ad64|ad02|ad70|catch1|ad24|ad09|ad32|ad43|ad38|ad55|ad47|ad33|ad54|ad74|catch2|ad26|ad42|ad59|ad31|ad75|ad15,NA,NA,ad20,ad50,ad30,ad07,ad67,ad22,ad56,ad64,ad02,ad70,ad24,ad09,ad32,ad43,ad38,ad55,ad47,ad33,ad54,ad74,ad26,ad42,ad59,ad31,ad75,ad15,6,7,5,7,4,7,7,7,4,4,7,6,6,7,7,7,5,7,7,5,5,6,5,5,7,3
98,R_3gemfvcTUmYH8oV,R_3gemfvcTUmYH8oV,872,GVeBQp2RQU,3,NA,NA,5,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,3,6,NA,6,NA,NA,NA,6,NA,NA,5,NA,6,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,6,NA,NA,5,NA,4,NA,6,NA,4,5,NA,NA,NA,NA,NA,4,5,NA,5,6,5,NA,6,NA,NA,6,NA,6,NA,NA,NA,5,NA,NA,NA,NA,NA,6,NA,5,3,1,"No, I've never played any version of this game before",NA,NA,A few times a year,As experienced,I was less skilled than most people,23,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,26,Male,Other,trout,"Yes, I only spoke English growing up",NA,None,The study is about certain things,I enjoyed the survey,1,ad58|ad39|ad16|ad49|ad44|ad59|ad71|ad23|ad05|ad17|catch1|ad55|ad56|ad62|ad42|ad46|ad48|ad26|ad77|ad36|ad67|catch2|ad65|ad03|ad60|ad19|ad28|ad09,2,missed rating catch,ad58,ad39,ad16,ad49,ad44,ad59,ad71,ad23,ad05,ad17,ad55,ad56,ad62,ad42,ad46,ad48,ad26,ad77,ad36,ad67,ad65,ad03,ad60,ad19,ad28,ad09,5,6,3,5,4,6,5,6,5,6,4,5,6,5,6,4,5,6,4,6,6,5,5,6,6,5
71,R_3HCGloGFp1tQff4,R_3HCGloGFp1tQff4,705,4Od3gS5zUM,8,4,4,NA,NA,NA,NA,5,NA,5,NA,4,5,NA,NA,NA,NA,NA,4,5,4,NA,NA,NA,NA,NA,4,NA,3,5,5,4,5,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,6,NA,NA,NA,NA,NA,4,NA,5,NA,NA,NA,6,NA,NA,4,NA,NA,5,4,NA,NA,NA,NA,NA,4,4,1,"Yes, I've played some version of this game before",Within the last 6 months,More than 5 years ago,A few times a year,As experienced,I was less skilled than most people,10,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Mozilla Firefox,NA,38,Female,Other,trout,"Yes, I only spoke English growing up",NA,NA,not sure,NA,1,ad50|ad28|ad66|ad01|ad54|ad52|ad32|ad37|ad12|ad07|catch1|ad60|ad11|ad62|ad02|ad39|ad31|ad19|ad29|ad73|ad30|catch2|ad09|ad72|ad20|ad18|ad69|ad26,NA,NA,ad50,ad28,ad66,ad01,ad54,ad52,ad32,ad37,ad12,ad07,ad60,ad11,ad62,ad02,ad39,ad31,ad19,ad29,ad73,ad30,ad09,ad72,ad20,ad18,ad69,ad26,5,3,6,4,6,6,5,4,5,5,4,4,5,4,4,4,5,5,4,5,5,5,4,4,4,4
158,R_3hFqiQTGTpyETlv,R_3hFqiQTGTpyETlv,564,5QrrrbmvzW,10,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,6,NA,NA,6,5,NA,5,3,NA,NA,5,NA,NA,5,NA,NA,NA,NA,5,5,5,NA,6,4,NA,NA,NA,NA,NA,6,5,6,NA,NA,NA,5,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,6,NA,NA,4,5,NA,NA,NA,NA,4,4,1,"Yes, I've played some version of this game before",Within the last year,Within the last year,Less than once a year,As experienced,I was as skilled as most people,12,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Mozilla Firefox,NA,35,Female,Other,trout,"Yes, I only spoke English growing up",NA,NA,how people react under pressure/a time limit,NA,1,ad31|ad63|ad08|ad51|ad74|ad68|ad27|ad21|ad25|ad28|catch1|ad70|ad41|ad50|ad43|ad56|ad73|ad39|ad07|ad52|ad15|catch2|ad44|ad58|ad16|ad40|ad34|ad24,NA,NA,ad31,ad63,ad08,ad51,ad74,ad68,ad27,ad21,ad25,ad28,ad70,ad41,ad50,ad43,ad56,ad73,ad39,ad07,ad52,ad15,ad44,ad58,ad16,ad40,ad34,ad24,5,5,5,5,5,5,5,6,5,3,6,5,6,6,5,4,5,5,6,4,4,5,4,5,5,6
302,R_3hn235b3eqvYW9L,R_3hn235b3eqvYW9L,811,dgQR2Ncxy,17,NA,4,NA,3,NA,NA,7,NA,NA,NA,NA,NA,2,NA,5,4,NA,6,6,NA,NA,NA,NA,5,NA,NA,NA,NA,3,4,NA,NA,5,6,6,3,1,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,2,NA,7,5,NA,6,NA,5,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,"Yes, I've played some version of this game before",Over a year ago,Within the last 3 years,Less than once a year,As experienced,I was as skilled as most people,20,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,31,Female,Other,trout,"Yes, I only spoke English growing up",NA,none,How well others can give advice on past experiences.,NA,1,ad07|ad30|ad18|ad33|ad52|ad49|ad19|ad51|ad13|ad41|catch1|ad35|ad29|ad04|ad37|ad57|ad15|ad36|ad16|ad62|ad24|catch2|ad68|ad42|ad02|ad56|ad34|ad54,NA,NA,ad07,ad30,ad18,ad33,ad52,ad49,ad19,ad51,ad13,ad41,ad35,ad29,ad04,ad37,ad57,ad15,ad36,ad16,ad62,ad24,ad68,ad42,ad02,ad56,ad34,ad54,7,4,6,5,5,2,6,7,2,5,6,3,3,1,3,5,3,4,5,5,5,4,4,5,6,6
19,R_3HNsDpSgQFGgQNl,R_3HNsDpSgQFGgQNl,686,8zBbCMlkv,2,NA,NA,4,NA,NA,NA,6,NA,NA,6,NA,6,NA,NA,NA,NA,4,NA,6,6,NA,NA,NA,NA,5,NA,NA,6,NA,NA,6,NA,6,NA,NA,NA,5,NA,5,NA,NA,6,6,6,NA,NA,6,NA,NA,NA,4,5,NA,NA,NA,NA,7,NA,NA,NA,5,NA,5,NA,NA,5,NA,NA,6,NA,NA,NA,NA,NA,5,NA,NA,6,4,4,1,"No, I've never played any version of this game before",NA,NA,A few times a year,Less experienced,I was less skilled than most people,3,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Mozilla Firefox,NA,28,Male,Other,NA,"Yes, I only spoke English growing up",NA,First didn't catch the use of the mouse by holding and clicking and sorta messed up the puzzles.,perceptions of words in the English language and how easily they are perceived by the regular populous.   ,NA,1,ad33|ad20|ad44|ad10|ad43|ad78|ad61|ad12|ad47|ad07|catch1|ad42|ad57|ad52|ad25|ad31|ad03|ad39|ad17|ad66|ad19|catch2|ad28|ad51|ad75|ad63|ad69|ad37,1,missed catch,ad33,ad20,ad44,ad10,ad43,ad78,ad61,ad12,ad47,ad07,ad42,ad57,ad52,ad25,ad31,ad03,ad39,ad17,ad66,ad19,ad28,ad51,ad75,ad63,ad69,ad37,6,6,6,6,6,6,5,6,6,6,6,7,5,5,6,4,5,4,5,6,6,4,5,5,6,5
190,R_3HNvnTjp5CFaW2L,R_3HNvnTjp5CFaW2L,1018,HGMttvnahw,6,NA,NA,NA,NA,NA,4,7,NA,NA,NA,6,7,NA,NA,7,NA,NA,7,NA,NA,6,7,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,7,NA,NA,3,4,NA,6,NA,NA,5,NA,NA,7,6,NA,6,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,7,6,NA,7,NA,NA,NA,5,6,NA,1,7,NA,4,4,1,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,A few times a year,As experienced,I was less skilled than most people,20,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,24,Female,Other,trout,"Yes, I only spoke English growing up",NA,no,testing out a game,nope it was fun,1,ad67|ad43|ad11|ad34|ad38|ad66|ad60|ad52|ad30|ad77|catch1|ad74|ad73|ad76|ad37|ad12|ad46|ad18|ad22|ad49|ad07|catch2|ad69|ad47|ad21|ad15|ad06|ad40,NA,NA,ad67,ad43,ad11,ad34,ad38,ad66,ad60,ad52,ad30,ad77,ad74,ad73,ad76,ad37,ad12,ad46,ad18,ad22,ad49,ad07,ad69,ad47,ad21,ad15,ad06,ad40,6,5,6,7,4,7,4,7,4,7,6,5,1,3,7,7,7,7,6,7,7,6,6,7,4,6
131,R_3HOeE4qrpOjB39y,R_3HOeE4qrpOjB39y,741,Pd0vD8BbjL,6,NA,NA,NA,4,NA,5,5,NA,NA,6,NA,NA,NA,5,NA,NA,NA,5,5,NA,6,NA,NA,NA,NA,NA,5,2,NA,5,NA,NA,NA,NA,6,NA,NA,6,5,NA,NA,NA,NA,NA,4,6,3,NA,5,NA,6,6,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,6,4,4,1,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,As experienced,I was as skilled as most people,10,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,33,Male,Other,trout,"Yes, I spoke English and these other languages growing up:",Spanish,My mouse was cutting out a bit and caused me to drop some words,testing word finding skills,NA,1,ad51|ad49|ad28|ad14|ad45|ad07|ad18|ad39|ad21|ad78|catch1|ad47|ad74|ad27|ad73|ad35|ad04|ad52|ad06|ad57|ad10|catch2|ad38|ad19|ad30|ad55|ad46|ad65,NA,NA,ad51,ad49,ad28,ad14,ad45,ad07,ad18,ad39,ad21,ad78,ad47,ad74,ad27,ad73,ad35,ad04,ad52,ad06,ad57,ad10,ad38,ad19,ad30,ad55,ad46,ad65,6,5,2,5,4,5,5,5,6,6,3,5,5,4,6,4,6,5,6,6,6,5,5,6,6,6
258,R_3hsRdCitUxWXJJy,R_3hsRdCitUxWXJJy,512,71Fk1HiyhM,5,NA,7,7,NA,7,NA,NA,7,NA,7,NA,NA,7,NA,NA,NA,4,NA,NA,7,NA,NA,NA,7,7,NA,7,7,7,NA,NA,NA,7,NA,NA,7,7,NA,7,7,NA,7,NA,5,NA,NA,4,NA,NA,7,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,7,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,4,4,1,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,I never play word-finding games,Less experienced,I was less skilled than most people,15,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,38,Female,"Gender, marital status, and education",NA,"Yes, I only spoke English growing up",NA,no,how well people respond to feedback,NA,1,ad44|ad08|ad36|ad20|ad28|ad42|ad39|ad24|ad47|ad65|catch1|ad05|ad37|ad29|ad33|ad68|ad10|ad40|ad17|ad74|ad50|catch2|ad02|ad27|ad13|ad25|ad56|ad03,1,missed catch,ad44,ad08,ad36,ad20,ad28,ad42,ad39,ad24,ad47,ad65,ad05,ad37,ad29,ad33,ad68,ad10,ad40,ad17,ad74,ad50,ad02,ad27,ad13,ad25,ad56,ad03,5,7,7,7,7,7,7,7,4,4,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7
216,R_3HTeqzjQ6UbyISg,R_3HTeqzjQ6UbyISg,681,LiWndSZe3T,17,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,6,NA,5,NA,NA,NA,NA,3,NA,NA,5,NA,NA,NA,NA,5,4,1,NA,4,3,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,4,NA,NA,5,NA,NA,NA,6,NA,NA,5,NA,3,NA,NA,5,5,NA,6,NA,NA,NA,4,NA,6,NA,4,NA,NA,NA,NA,4,4,1,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,More experienced,I was more skilled than most people,10,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,36,Male,Other,trout,"Yes, I only spoke English growing up",NA,no,Rating tips after playing the game.,NA,1,ad51|ad55|ad46|ad72|ad70|ad45|ad21|ad03|ad58|ad74|catch1|ad30|ad26|ad47|ad66|ad36|ad48|ad27|ad31|ad60|ad11|catch2|ad32|ad28|ad13|ad18|ad64|ad63,NA,NA,ad51,ad55,ad46,ad72,ad70,ad45,ad21,ad03,ad58,ad74,ad30,ad26,ad47,ad66,ad36,ad48,ad27,ad31,ad60,ad11,ad32,ad28,ad13,ad18,ad64,ad63,5,6,6,6,4,4,5,7,5,4,4,5,5,6,4,4,4,3,3,6,4,1,5,3,5,5
47,R_3hzn1WhjgGLYMIb,R_3hzn1WhjgGLYMIb,962,6IJOqxqHuE,4,NA,5,NA,7,NA,4,NA,NA,NA,4,NA,NA,6,NA,4,5,NA,5,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,5,6,5,4,4,NA,5,NA,4,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,5,2,4,NA,NA,NA,6,NA,6,5,NA,NA,NA,6,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,6,1,"No, I've never played any version of this game before",NA,NA,A few times a month,Less experienced,I was as skilled as most people,6,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,28,Male,Other,trout,"No, English is not my native language. My native language is:",Spanish,No,Word Game,NA,1,ad68|ad63|ad16|ad38|ad47|ad36|ad18|ad15|ad26|ad56|catch1|ad55|ad73|ad64|ad40|ad34|ad06|ad43|ad57|ad61|ad32|catch2|ad10|ad13|ad02|ad33|ad04|ad35,2,missed rating catch,ad68,ad63,ad16,ad38,ad47,ad36,ad18,ad15,ad26,ad56,ad55,ad73,ad64,ad40,ad34,ad06,ad43,ad57,ad61,ad32,ad10,ad13,ad02,ad33,ad04,ad35,6,6,5,5,6,4,5,4,6,2,5,4,5,4,5,4,6,4,6,5,4,6,5,6,7,4
149,R_3hzQtAPC2e6SwcJ,R_3hzQtAPC2e6SwcJ,959,8zMbbhbFHv,16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,NA,3,2,NA,NA,NA,NA,NA,NA,6,4,NA,7,NA,NA,NA,7,NA,NA,NA,NA,5,4,NA,7,6,NA,7,NA,NA,7,5,NA,NA,NA,5,5,NA,7,NA,NA,NA,NA,5,NA,NA,6,NA,6,NA,4,NA,6,4,4,1,"Yes, I've played some version of this game before",Within the last 6 months,Within the last 6 months,A few times a year,As experienced,I was as skilled as most people,15,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,29,Female,Other,trout,"Yes, I only spoke English growing up",NA,NA,Different demographics completing word searches and then looking for some good directions or helpful hints.,NA,1,ad53|ad56|ad69|ad42|ad62|ad38|ad48|ad28|ad76|ad27|catch1|ad50|ad64|ad72|ad35|ad78|ad25|ad47|ad11|ad74|ad36|catch2|ad01|ad14|ad57|ad61|ad24|ad51,NA,NA,ad53,ad56,ad69,ad42,ad62,ad38,ad48,ad28,ad76,ad27,ad50,ad64,ad72,ad35,ad78,ad25,ad47,ad11,ad74,ad36,ad01,ad14,ad57,ad61,ad24,ad51,7,7,5,7,5,7,4,2,4,3,7,7,6,6,6,7,5,5,6,4,6,6,5,5,6,6
