condition,advisor,participant,Answer.surveycode,Finished,Q_TotalDuration,iud_c,advc_i_t_3,adv_t_3,hjt_c,ypl_c,sqt_c,jfm_c,lnc_c,Prev.Games_1,Prev.Games_2,Prev.Games_3,Prev.Games_3_TEXT,Prev.Games_4,Play.Rate,PlayHistor,adv_skl,adv_comp,adv_help_hyp,adv_eff_hyp,adv_help,adv_eff_1,Subjec.Exp,SubjSkill,avg_perf_1_TEXT,adv_perf_1_TEXT,input,input_TEXT,browser,age,gender,randomized_order,Exclude,Exclude_why,baseline,advisor_pid,advisor_start.date,advisor_ResponseID,advisor_duration,advisor_browser_meta,advisor_consent_t_3,advisor_Intro_t_3,advisor_Line_t_3,advisor_Line2_c,advisor_Practice_c,advisor_itz_c,advisor_iud_c,advisor_hjt_c,advisor_ypl_c,advisor_sqt_c,advisor_yto_c,advisor_jfm_c,advisor_kte_c,advisor_bga_c,advisor_lnc_c,advisor_board_mean,advisor_board_median,advisor_adv_inst_t_3,advisor_advice,advisor_advice_t_3,advisor_subexp,advisor_subskill,advisor_input,advisor_browser_report,advisor_avg_perf,advisor_adv_eff_1,advisor_age,advisor_gender,advisor_vision,advisor_language,advisor_language2,StudyGuess.y,Comments.y,advisor_board_order,advisor_b1,advisor_b2,advisor_b3,advisor_b4,advisor_b5,advisor_b6,advisor_b7,advisor_b8,advisor_b9,advisor_b10,advisor_s1,advisor_s2,advisor_s3,advisor_s4,advisor_s5,advisor_s6,advisor_s7,advisor_s8,advisor_s9,advisor_s10,baseline
treatment,ap50,1339,R_3IYpnIX2OH2KjG3,1,1018,33.813,17.163,14.432,269.542,46.721,64.805,29.302,134.747,NA,NA,NA,NA,1,NA,NA,2,2,,,4,10,1,2,120,100,mouse,NA,Google Chrome,43,Male,adv_header|ap50|adv_t|Q151,NA,NA,33.813,27,42289.78403,R_bwLW2StniRcGzoB,1600,Chrome,22.546,48.447,27.095,17.172,38.141,51.892,69.419,26.998,108.772,30.578,106.675,27.273,35.191,34.135,74.946,56.5879,43.5415,46.515,"My advice is just to start each board and go with your gut instinct on which color to choose 1st.  Try to make the 1st couple colors passes go around the perimeter or the long way, that way the ones towards the middle can be done without any mistakes.",142.975,1,1,mouse,Google Chrome,65,75,37,Female,1,1,NA,"I'm not quite sure what it was about but it was really unique and fun, I liked it a lot...it was very challenging!",N/A,itz|bga|jfm|iud|ypl|yto|lnc|sqt|kte|hjt,itz_c,bga_c,jfm_c,iud_c,ypl_c,yto_c,lnc_c,sqt_c,kte_c,hjt_c,51.892,34.135,27.273,69.419,108.772,106.675,74.946,30.578,35.191,26.998,33.813
control,ap00,2281,R_3m7w6IljVIuaAG9,1,467,33.889,,,26.342,21.705,31.751,16.767,34.934,NA,NA,NA,NA,1,NA,NA,,,5,50,,,1,1,20,,touchscreen,NA,Mozilla Firefox,29,Male,,NA,NA,33.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap10,153,R_1mL9Wto4qcsesPg,1,605,33.903,24.425,12.911,32.029,23.923,20.354,24.76,34.705,NA,NA,NA,NA,1,NA,NA,2,2,,,5,25,1,1,45,35,mouse,NA,Google Chrome,32,Male,adv_header|ap10|adv_t|Q151,NA,NA,33.903,73,42289.78889,R_2TY7Ofma2rrKiIJ,1132,Chrome,156.967,63.243,9.191,5.831,99.284,14.142,28.894,39.789,18.17,28.09,23.082,80.072,24.601,16.696,36.657,31.0193,26.3455,17.707,For me the trick to this game was to keep the entire board in mind at all times. When you initially start the most obvious move is to immediately match all the colors that are extremely close to each other. I then look for the next and then the next in closeness. You just have to be mindful of other connections that need to be made,61.156,1,1,mouse,Google Chrome,50,80,48,Male,1,1,NA,not quite sure...,no,lnc|kte|ypl|bga|itz|jfm|iud|sqt|hjt|yto,lnc_c,kte_c,ypl_c,bga_c,itz_c,jfm_c,iud_c,sqt_c,hjt_c,yto_c,36.657,24.601,18.17,16.696,14.142,80.072,28.894,28.09,39.789,23.082,33.903
treatment,ap15,1083,R_1n1KDwz734WyDTu,1,733,33.912,32.633,15.184,48.794,23.776,58.305,26.945,66.481,NA,NA,NA,NA,1,NA,NA,2,2,,,4,10,2,2,40,30,mouse,NA,Mozilla Firefox,44,Female,adv_header|ap15|adv_t|Q151,NA,NA,33.912,18,42289.78403,R_qyjKqQTorytBwaZ,857,Firefox,6.762,38.572,6.348,3.208,20.792,30.624,28.624,25.664,23.128,22.408,32.592,25.192,22.792,32.511,36.048,27.9583,27.144,37.656,When completing the board its easiest to make all the small simple connections first and then work your way out to the longer ones.,126.255,2,2,mouse,Mozilla Firefox,29,20,31,Male,1,1,NA,honestly no clue... following directions maybe?,NA,itz|sqt|iud|bga|ypl|lnc|hjt|yto|jfm|kte,itz_c,sqt_c,iud_c,bga_c,ypl_c,lnc_c,hjt_c,yto_c,jfm_c,kte_c,30.624,22.408,28.624,32.511,23.128,36.048,25.664,32.592,25.192,22.792,33.912
control,ap00,2273,R_33yx1YZKmEB3bGq,1,607,33.943,,,36.74,29.839,27.149,32.45,35.338,NA,NA,NA,NA,1,NA,NA,,,4,50,,,2,2,30,,mouse,NA,Google Chrome,45,Male,,NA,NA,33.943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap30,1444,R_2xRVTGP7Bve9K7D,1,541,33.965,20.532,18.352,36.566,48.554,62.217,22.021,26.202,NA,1,NA,NA,1,5,6,2,2,,,3,20,2,2,40,45,mouse,NA,Google Chrome,29,Male,adv_header|ap30|adv_t|Q151,NA,NA,33.965,67,42289.7875,R_1QJzgjXdoIK4aQ5,890,Firefox,6.461,34.53,6.772,5.053,55.426,31.527,29.198,32.434,20.789,31.338,71.836,42.318,56.598,20.371,52.33,38.8739,31.9805,27.401,"Just go for it, start connecting colors right away and it will quickly become apparent how to complete the board",77.17,1,1,trackpad,Mozilla Firefox,45,50,39,Male,1,1,NA,I honestly have no idea,none,yto|itz|jfm|hjt|kte|sqt|bga|iud|lnc|ypl,yto_c,itz_c,jfm_c,hjt_c,kte_c,sqt_c,bga_c,iud_c,lnc_c,ypl_c,71.836,31.527,42.318,32.434,56.598,31.338,20.371,29.198,52.33,20.789,33.965
control,ap00,2052,R_2zqqwmszdoD5Axg,1,1367,34.06,,,55.297,47,50.125,24.5,32.812,1,NA,NA,NA,NA,5,5,,,2,19,,,2,2,45,,mouse,NA,Google Chrome,51,Female,,NA,NA,34.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap02,656,R_22MoJDgYXMiYUHP,1,1413,34.066,30.394,28.951,17.193,11.272,43.807,17.266,15.119,NA,NA,NA,NA,1,NA,NA,3,2,,,3,31,2,2,25,18,mouse,NA,Google Chrome,30,Male,adv_header|ap02|adv_t|Q151,NA,NA,34.066,1,42289.78333,R_1C3BDSKrTvEeo6w,774,Chrome,2.186,12.041,13.281,1.811,157.437,25.515,30.897,40.517,50.01,15.082,27.397,16.864,17.447,17.259,15.669,25.6657,21.481,44.143,I would move the balls that are furthest away from each other first. I would also go for the ones near the corner or edges. ,25.409,2,2,mouse,Google Chrome,40,53,24,Male,1,1,NA,People's problem solving skills. Logical problem solving. ,NA,hjt|itz|lnc|kte|yto|sqt|jfm|iud|bga|ypl,hjt_c,itz_c,lnc_c,kte_c,yto_c,sqt_c,jfm_c,iud_c,bga_c,ypl_c,40.517,25.515,15.669,17.447,27.397,15.082,16.864,30.897,17.259,50.01,34.066
control,ap00,2559,R_2rT1kkijfJwHjxZ,1,795,34.072,,,16,25.388,36.863,25.51,34.19,1,NA,NA,NA,NA,5,4,,,3,32,,,2,2,25,,touchscreen,NA,Internet Explorer,42,Male,,NA,NA,34.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
control,ap00,2578,R_3gSGMLkHW8WaC2N,1,528,34.132,,,24.172,26.597,21.474,21.202,19.548,1,NA,NA,NA,NA,5,4,,,6,46,,,2,2,30,,touchscreen,NA,Google Chrome,26,Female,,NA,NA,34.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap14,1233,R_3fiYI7xcgdFokaS,1,716,34.137,18.688,13.81,45.609,38.653,47.714,27.867,48.138,NA,NA,NA,NA,1,NA,NA,2,2,,,4,20,1,1,45,45,trackpad,NA,Google Chrome,33,Male,adv_header|ap14|adv_t|Q151,NA,NA,34.137,76,42289.79167,R_27e6qvKbbKuHLoP,1704,Chrome,3.506,1018.995,31.627,6.601,17.8,34.312,39.639,41.583,28.162,24.648,43.408,25.968,25.089,24.647,17.08,30.4536,27.065,16.595,"Try to stay to the outside as much as possible, and work your way inward",20.243,1,2,mouse,Google Chrome,45,43,25,Male,1,1,NA,I don't know,NA,yto|ypl|jfm|itz|bga|iud|lnc|kte|sqt|hjt,yto_c,ypl_c,jfm_c,itz_c,bga_c,iud_c,lnc_c,kte_c,sqt_c,hjt_c,43.408,28.162,25.968,34.312,24.647,39.639,17.08,25.089,24.648,41.583,34.137
treatment,ap57,97,R_abA86AWDpnjNWAF,1,1627,34.151,39.712,20.241,31.522,31.715,25.345,27.47,46.095,NA,NA,NA,NA,1,NA,NA,3,2,,,4,20,1,1,32,32,trackpad,NA,Google Chrome,28,Female,adv_header|ap57|adv_t|Q151,NA,NA,34.151,52,42289.78403,R_3QY2ZdNReyqM7Qq,1658,Firefox,18.28,40.944,10.741,10.062,93.127,63.479,45.733,130.362,69.087,31.293,69.527,36.567,34.095,52.727,39.807,57.2677,49.23,26.91,"I found it helps to figure out the outer paths first. As you go along the path, try to check the other color dots to be sure that you're not blocking paths for them.",116.878,1,1,mouse,Mozilla Firefox,60,40,50,Female,1,1,NA,I enjoyed it a lot! Fun game! I would like to play some more!,Great HIT. Thanks!,itz|hjt|ypl|kte|jfm|bga|yto|sqt|lnc|iud,itz_c,hjt_c,ypl_c,kte_c,jfm_c,bga_c,yto_c,sqt_c,lnc_c,iud_c,63.479,130.362,69.087,34.095,36.567,52.727,69.527,31.293,39.807,45.733,34.151
treatment,ap12,108,R_1i9cPjgDWvlrBji,1,557,34.154,21.277,13.089,47.718,27.689,17.367,136.798,29.252,1,NA,NA,NA,NA,5,4,2,2,,,5,58,2,2,30,5,mouse,NA,Google Chrome,19,Male,adv_header|ap12|adv_t|Q151,NA,NA,34.154,100,42289.83889,R_cSZiMiYefM9vpn3,766,Chrome,45.05,18.583,7.345,3.752,15.009,27.895,37.05,35.639,21.448,66.934,19.313,22.215,20.154,46.59,25.81,32.3048,26.8525,18.646,The main thing to focus on first are the dots that are the closest together.  Those have the least possible pathways.  Also try to do the ones first that you realize can't have very many possible paths.,43.234,1,1,mouse,Google Chrome,15,60,37,Female,1,1,NA,I'm not sure.,NA,ypl|hjt|iud|lnc|jfm|bga|itz|sqt|kte|yto,ypl_c,hjt_c,iud_c,lnc_c,jfm_c,bga_c,itz_c,sqt_c,kte_c,yto_c,21.448,35.639,37.05,25.81,22.215,46.59,27.895,66.934,20.154,19.313,34.154
control,ap00,2636,R_shzL40F0Pk7M48x,1,393,34.176,,,77.746,24.873,44.506,14.872,18.35,NA,NA,NA,NA,1,NA,NA,,,4,0,,,2,2,30,,touchscreen,NA,Google Chrome,18,Female,,NA,NA,34.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
control,ap00,2035,R_2pQPwJEyuiSCAtb,1,768,34.206,,,71.876,17.324,31.381,15.497,36.99,NA,NA,NA,NA,1,NA,NA,,,2,25,,,1,1,25,,touchscreen,NA,Google Chrome,38,Male,,NA,NA,34.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap28,339,R_1pmSlBwPA5RMXIV,1,532,34.22,22.778,18.634,24.545,34.092,28.675,21.398,27.178,NA,NA,NA,NA,1,NA,NA,2,2,,,5,61,2,2,15,20,trackpad,NA,Mozilla Firefox,34,Female,adv_header|ap28|adv_t|Q151,NA,NA,34.22,11,42289.78333,R_2q2hlY6l88Bn3ZM,737,Chrome,2.673,8.484,4.938,4.04,59.459,25.07,26.783,40.049,23.895,71.32,36.078,48.731,15.075,23.982,54.896,36.5879,31.4305,16.002,Try to connect the dots right off the bat instead of trying to figure it out in your head. Many of the solutions will come when you can visually see them.,27.3,1,1,mouse,Google Chrome,50,31,30,Male,1,1,NA,Not sure.,NA,jfm|yto|lnc|sqt|kte|hjt|bga|iud|itz|ypl,jfm_c,yto_c,lnc_c,sqt_c,kte_c,hjt_c,bga_c,iud_c,itz_c,ypl_c,48.731,36.078,54.896,71.32,15.075,40.049,23.982,26.783,25.07,23.895,34.22
treatment,ap45,1735,R_cSh419hxY2FgtDr,1,939,34.225,18.023,13.224,68.408,50.608,94.304,27.409,42.816,NA,NA,NA,NA,1,NA,NA,2,2,,,5,46,1,1,120,60,mouse,NA,Google Chrome,50,Female,adv_header|ap45|adv_t|Q151,NA,NA,34.225,78,42289.79236,R_1KeQMbcPNj3OPiz,754,Chrome,3.041,23.739,6.644,7.982,22.129,45.992,33.972,41.939,24.279,43.099,64.976,26.164,61.563,26.018,35.815,40.3817,38.877,16.481,"Complete the shortest routes first. Trust your intuition, as it is easy to change your mind if you feel you're wrong.",30.999,1,1,mouse,Google Chrome,40,19,39,Female,1,1,NA,don't know,NA,bga|itz|jfm|hjt|yto|kte|lnc|iud|ypl|sqt,bga_c,itz_c,jfm_c,hjt_c,yto_c,kte_c,lnc_c,iud_c,ypl_c,sqt_c,26.018,45.992,26.164,41.939,64.976,61.563,35.815,33.972,24.279,43.099,34.225
treatment,ap19,1160,R_AGOYepPiCxQmJYB,1,570,34.239,22.812,16.989,71.833,30.159,27.04,25.273,27.486,NA,NA,NA,NA,1,NA,NA,3,1,,,5,21,1,1,45,35,mouse,NA,Google Chrome,55,Male,adv_header|ap19|adv_t|Q151,NA,NA,34.239,84,42289.79583,R_1gTQH5QaBRWTOcb,896,Chrome,45.89,18.717,4.895,3.349,18.911,40.069,27.056,32.833,17.4,25.371,22.981,34.173,30.624,54.27,16.5,30.1277,28.84,19.875,"The objective should be to find the pairs of dots that connect in order of decreasing difficulty. That is, connect the two dots which are most difficult to connect first, followed by the next most difficult pair of dots to connect, and so on. If a mistake is made, do not worry about undoing it. Just continue with the next correct action as connecting two dots over an existing path will overwrite any previous paths.",207.431,1,1,mouse,Google Chrome,30,50,30,Male,1,1,NA,I think this study may have been about learning about forming strategies in games.,None,bga|sqt|jfm|hjt|iud|kte|yto|lnc|ypl|itz,bga_c,sqt_c,jfm_c,hjt_c,iud_c,kte_c,yto_c,lnc_c,ypl_c,itz_c,54.27,25.371,34.173,32.833,27.056,30.624,22.981,16.5,17.4,40.069,34.239
treatment,ap15,358,R_2Slz9YFe7q8qrfu,1,465,34.248,17.869,14.693,22.897,38.904,21.952,15.424,41.225,NA,NA,NA,NA,1,NA,NA,2,2,,,5,30,1,2,25,25,mouse,NA,Google Chrome,24,Female,adv_header|ap15|adv_t|Q151,NA,NA,34.248,18,42289.78403,R_qyjKqQTorytBwaZ,857,Firefox,6.762,38.572,6.348,3.208,20.792,30.624,28.624,25.664,23.128,22.408,32.592,25.192,22.792,32.511,36.048,27.9583,27.144,37.656,When completing the board its easiest to make all the small simple connections first and then work your way out to the longer ones.,126.255,2,2,mouse,Mozilla Firefox,29,20,31,Male,1,1,NA,honestly no clue... following directions maybe?,NA,itz|sqt|iud|bga|ypl|lnc|hjt|yto|jfm|kte,itz_c,sqt_c,iud_c,bga_c,ypl_c,lnc_c,hjt_c,yto_c,jfm_c,kte_c,30.624,22.408,28.624,32.511,23.128,36.048,25.664,32.592,25.192,22.792,34.248
treatment,ap71,45,R_2CBv7wTsop8f13x,1,645,34.251,96.928,13.236,31.286,27.548,26.248,28.811,17.051,NA,NA,NA,NA,1,NA,NA,1,1,,,1,0,1,2,30,60,mouse,NA,Google Chrome,30,Female,adv_header|ap71|adv_t|Q151,NA,NA,34.251,12,42289.78333,R_1CmEjQdDczdtpdZ,1300,Chrome,5.209,20.957,4.782,5.518,53.885,25.967,82.127,127.246,34.733,106.69,117.929,24.388,192.481,37.301,80.052,82.8914,81.0895,16.843,the only advice is keep trying,26.211,1,1,mouse,Google Chrome,50,27,40,Female,1,1,NA,it was interesting,NA,lnc|hjt|yto|ypl|sqt|itz|bga|iud|jfm|kte,lnc_c,hjt_c,yto_c,ypl_c,sqt_c,itz_c,bga_c,iud_c,jfm_c,kte_c,80.052,127.246,117.929,34.733,106.69,25.967,37.301,82.127,24.388,192.481,34.251
treatment,ap17,1327,R_3Ic7N6ZzBlvkipX,1,817,34.308,136.358,16.267,33.117,35.265,29.735,17.436,29.675,NA,NA,NA,NA,1,NA,NA,2,3,,,6,60,1,1,30,20,mouse,NA,Internet Explorer,25,Female,adv_header|ap17|adv_t|Q151,NA,NA,34.308,32,42289.78403,R_DUyg26dF9lYeHlv,920,Firefox,10.306,17.754,11.154,4.05,14.409,21.829,16.944,42.513,50.93,29.239,32.551,16.873,28.31,16.964,39.071,29.5224,28.7745,27.409,First start with the dots of the same color that are close to each other and connect those ones first. Then you will be able to see a distinct path for the longer lines of the same color to connect. Once you complete the first few it gets easier each time.,145.555,1,1,mouse,Mozilla Firefox,24,40,28,Female,1,1,NA,How people write instructions and give advice.,I thought this was a very fun task. Thank you,ypl|sqt|hjt|kte|lnc|itz|iud|jfm|yto|bga,ypl_c,sqt_c,hjt_c,kte_c,lnc_c,itz_c,iud_c,jfm_c,yto_c,bga_c,50.93,29.239,42.513,28.31,39.071,21.829,16.944,16.873,32.551,16.964,34.308
treatment,ap69,1477,R_3Ic0VD5OnnPf30a,1,708,34.318,15.85,34.368,47.279,24.576,16.996,38.475,107.943,NA,NA,NA,NA,1,NA,NA,2,1,,,3,19,1,2,50,40,mouse,NA,Google Chrome,37,Male,adv_header|ap69|adv_t|Q151,NA,NA,34.318,37,42289.78403,R_3scd0VVMvkAyu08,1859,Chrome,3.329,53.629,10.394,7.49,30.058,74.759,61.305,250.959,65.769,134.045,76.75,74.31,67.266,57.719,67.762,93.0644,71.036,27.746,I think the most important advice that I can give is to pinpoint the  colors that are far away or what looks like to be the hardest to connect and try to find the right route to connect. You will get the hang of it after awhile even though they get more difficult as they go. ,334.791,1,2,trackpad,Google Chrome,70,48,36,Male,1,1,NA,I don't know,no,yto|ypl|itz|bga|iud|jfm|hjt|sqt|kte|lnc,yto_c,ypl_c,itz_c,bga_c,iud_c,jfm_c,hjt_c,sqt_c,kte_c,lnc_c,76.75,65.769,74.759,57.719,61.305,74.31,250.959,134.045,67.266,67.762,34.318
treatment,ap27,1045,R_1HbeMh1MGyGJfzd,1,486,34.322,20.794,19.764,23.16,25.96,45.509,13.223,22.421,NA,NA,NA,NA,1,NA,NA,2,2,,,4,25,2,2,25,25,trackpad,NA,Google Chrome,23,Female,adv_header|ap27|adv_t|Q151,NA,NA,34.322,39,42289.78403,R_1msFJj35kBBgglb,1160,Chrome,7.601,28.47,7.281,8.359,27.33,38.446,94.747,30.147,22.572,16.831,65.216,18.243,59.427,15.651,31.988,39.3268,31.0675,23.242,"Always connect the 2 closest dots first and work from there. If you are having trouble thinking of how it should fit together, just start connecting the dots and replace the ones you did incorrectly because it will be easier for you to see what will fit when there aren't as many open spaces left.",88.481,1,1,mouse,Google Chrome,60,100,24,Male,1,1,NA,I think the study was about processing visual images and figuring out path routes.,I thought that was a very fun game. It was cool to see how my times got lower with the more practice I had.,iud|hjt|yto|jfm|itz|ypl|sqt|bga|lnc|kte,iud_c,hjt_c,yto_c,jfm_c,itz_c,ypl_c,sqt_c,bga_c,lnc_c,kte_c,94.747,30.147,65.216,18.243,38.446,22.572,16.831,15.651,31.988,59.427,34.322
control,ap00,2511,R_3iPBCp0l65ohZ6f,1,683,34.325,,,70.25,23.65,32.48,19.14,36.134,1,NA,NA,NA,NA,5,4,,,5,60,,,2,2,20,,touchscreen,NA,Google Chrome,47,Female,,NA,NA,34.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap49,889,R_3NX3DLdQzkDNdb3,1,599,34.331,16.588,13.943,27.379,26.809,44.26,23.155,21.444,1,NA,NA,NA,NA,2,2,1,1,,,3,19,3,3,45,65,trackpad,NA,Google Chrome,26,Male,adv_header|ap49|adv_t|Q151,NA,NA,34.331,17,42289.78403,R_1rv0IcGBRVU109d,1234,Chrome,50.952,173.734,5.974,3.977,30.687,28.2,75.136,40.552,65.121,73.64,145.073,29.148,46.045,34.319,36.863,57.4097,43.2985,21.23,"Start with the easy connections first, then work your way up to the ones that are more far apart. Usually once you get most of the board it's pretty easy to figure out where everything else should go. ",67.985,1,1,mouse,Google Chrome,40,65,29,Male,1,1,NA,"how people communicate advice, and perspectives of games. ",none,bga|kte|sqt|yto|iud|jfm|lnc|ypl|itz|hjt,bga_c,kte_c,sqt_c,yto_c,iud_c,jfm_c,lnc_c,ypl_c,itz_c,hjt_c,34.319,46.045,73.64,145.073,75.136,29.148,36.863,65.121,28.2,40.552,34.331
treatment,ap34,1245,R_3kvOYcoDPjNprX2,1,569,34.343,71.154,14.689,15.472,32.336,59.3,21.344,20.455,NA,NA,NA,NA,1,NA,NA,2,2,,,5,67,2,2,15,15,mouse,NA,Mozilla Firefox,22,Male,adv_header|ap34|adv_t|Q151,NA,NA,34.343,7,42289.78333,R_3G8wp5Ju80WwcVo,869,Firefox,10.099,21.473,6.954,4.325,31.827,83.494,80.582,28.498,29.924,35.234,54.308,31.262,19.446,38.107,32.864,43.3719,34.049,23.834,"When trying to connect colors that look farthest from each other, try and use the route that is least direct. One that uses up most boxes.",55.674,1,2,mouse,Internet Explorer,38,60,30,Male,1,1,NA,not sure,NA,itz|sqt|iud|jfm|hjt|kte|yto|lnc|bga|ypl,itz_c,sqt_c,iud_c,jfm_c,hjt_c,kte_c,yto_c,lnc_c,bga_c,ypl_c,83.494,35.234,80.582,31.262,28.498,19.446,54.308,32.864,38.107,29.924,34.343
treatment,ap04,1614,R_22VsiGvMZVUZ02f,1,991,34.401,24.821,24.549,36.91,42.835,401.23,13.71,13.081,NA,NA,NA,NA,1,NA,NA,3,3,,,6,90,1,1,35,15,mouse,NA,Google Chrome,30,Male,adv_header|ap04|adv_t|Q151,NA,NA,34.401,54,42289.78472,R_Wj3gFT8wrtR7hMR,656,Firefox,3.265,1.539,11.016,2.869,18.07,82.451,61.682,18.388,20.786,23.199,36.711,16.487,24.912,18.695,24.174,32.7485,23.6865,16.358,"ALways test the longets routes first, the rest will be easy.",13.659,1,3,mouse,Mozilla Firefox,35,0,31,Male,1,1,NA,skill?,NA,kte|iud|bga|jfm|hjt|itz|yto|sqt|lnc|ypl,kte_c,iud_c,bga_c,jfm_c,hjt_c,itz_c,yto_c,sqt_c,lnc_c,ypl_c,24.912,61.682,18.695,16.487,18.388,82.451,36.711,23.199,24.174,20.786,34.401
control,ap00,2514,R_3Mnk5vPcezL4leU,1,882,34.437,,,94.033,64.424,55.459,71.883,155.538,1,NA,NA,NA,NA,2,5,,,5,26,,,2,3,70,,mouse,NA,Google Chrome,25,Male,,NA,NA,34.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap19,320,R_1YXE3jVtbkbEP9D,1,1151,34.447,17.151,15.965,27.688,31.344,26.045,20.335,23.4,NA,NA,NA,NA,1,NA,NA,2,2,,,4,6,1,2,20,25,mouse,NA,Mozilla Firefox,24,Male,adv_header|ap19|adv_t|Q151,NA,NA,34.447,84,42289.79583,R_1gTQH5QaBRWTOcb,896,Chrome,45.89,18.717,4.895,3.349,18.911,40.069,27.056,32.833,17.4,25.371,22.981,34.173,30.624,54.27,16.5,30.1277,28.84,19.875,"The objective should be to find the pairs of dots that connect in order of decreasing difficulty. That is, connect the two dots which are most difficult to connect first, followed by the next most difficult pair of dots to connect, and so on. If a mistake is made, do not worry about undoing it. Just continue with the next correct action as connecting two dots over an existing path will overwrite any previous paths.",207.431,1,1,mouse,Google Chrome,30,50,30,Male,1,1,NA,I think this study may have been about learning about forming strategies in games.,None,bga|sqt|jfm|hjt|iud|kte|yto|lnc|ypl|itz,bga_c,sqt_c,jfm_c,hjt_c,iud_c,kte_c,yto_c,lnc_c,ypl_c,itz_c,54.27,25.371,34.173,32.833,27.056,30.624,22.981,16.5,17.4,40.069,34.447
control,ap00,2300,R_dmaifRj8JkBABnX,1,616,34.506,,,45.692,52.628,56.236,43.187,32.25,NA,NA,NA,NA,1,NA,NA,,,5,51,,,1,1,35,,touchscreen,NA,Google Chrome,63,Male,,NA,NA,34.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap32,1058,R_3JIAeXB1gbtheeT,1,798,34.553,18.355,13.455,25.953,28.7,24.779,35.54,20.259,NA,NA,NA,NA,1,NA,NA,3,3,,,5,65,2,2,25,25,trackpad,NA,Mozilla Firefox,23,Male,adv_header|ap32|adv_t|Q151,NA,NA,34.553,92,42289.80556,R_1PTAuBxcGTJUg0x,900,Chrome,101.717,5.822,3.63,2.509,29.88,36.093,29.548,71.229,41.149,20.539,100.344,32.615,29.257,27.622,34.23,42.2626,33.4225,16.16,Dont try to figure it out all in your head. Go ahead and start connecting immediatly then fix it as you go along ,32.136,2,2,trackpad,Google Chrome,30,65,23,Male,1,1,NA,NA,NA,hjt|lnc|bga|yto|sqt|jfm|iud|itz|ypl|kte,hjt_c,lnc_c,bga_c,yto_c,sqt_c,jfm_c,iud_c,itz_c,ypl_c,kte_c,71.229,34.23,27.622,100.344,20.539,32.615,29.548,36.093,41.149,29.257,34.553
treatment,ap46,453,R_2qmbkNjwvBRl9BL,1,530,34.623,16.864,13.27,32.041,56.262,19.18,18.147,45.735,NA,NA,NA,NA,1,NA,NA,2,1,,,2,0,1,2,60,60,mouse,NA,Mozilla Firefox,27,Male,adv_header|ap46|adv_t|Q151,NA,NA,34.623,82,42289.79583,R_2AQioZTYZQIpQdW,914,Chrome,25.548,9.96,5.588,4.747,34.93,47.423,42.126,75.724,54.011,33.827,39.476,34.777,20.904,35.35,83.282,46.69,40.801,27.499,Take your time and think things through. Do not rush through the game it's okay to make mistakes as long as you can quickly adjust them. Be calm don't get frustrated and you will do great.,54.525,1,1,trackpad,Google Chrome,30,79,21,Male,1,1,NA,How fast people can solve problems.,NA,ypl|sqt|bga|iud|lnc|itz|kte|hjt|yto|jfm,ypl_c,sqt_c,bga_c,iud_c,lnc_c,itz_c,kte_c,hjt_c,yto_c,jfm_c,54.011,33.827,35.35,42.126,83.282,47.423,20.904,75.724,39.476,34.777,34.623
