participant,Progress,Duration..in.seconds.,Finished,ResponseId,DistributionChannel,UserLanguage,meta_Browser,meta_Version,meta_Operating.System,meta_Resolution,cat_json,eise_json,lnpk_json,mpeh_json,woln_json,demi_json,nwsr_json,prev_exp,prev_last,prev_first,prev_freq,adv_exp,adv_skill,adv_helpf,adv_imp_1,rel_exp,rel_skill,avg_perf_1,adv_perf_1,input,input_7_TEXT,browser,browser_6_TEXT,animals,age,gender,catch,catch_4_TEXT,language,language_3_TEXT,language_2_TEXT,bugreport,hyp,comments,condition,ResponseID,Q_TotalDuration,inst_bar,inst_crab,inst_barb,inst_mat,eise_c,lnpk_c,mpeh_c,woln_c,demi_c,nwsr_c
408,100,1194,TRUE,R_AL4Ymy0lfOI1Cxz,anonymous,EN,Chrome,88.0.4324.150,Windows NT 10.0,1366x768,09xnZiSVy8  ,6jb8KnOLJl,zryT64Jva  ,nyYvFcbBe9  ,fQMJ07fF9  ,buYyXeem4G  ,3Ox6O9yXfX,"No, I've never played any version of this game before",,,I never play word-finding games,They were about as skilled as most people,They were about as skilled as me,7 - Extremely helpful,100,I was as experienced as most people,I was as skilled as most people,5,5,"With a computer mouse

",,Google Chrome,,"cat,dog,rabbit,cow,sheep,mouse,donkey,giraffe,elephant,",25,Male,Other,orange,"Yes, I only spoke English growing up",,,no,word scrambling,,badadvice,R_AL4Ymy0lfOI1Cxz,1194,1,0,0,0,6,4,4,6,5,6
409,100,835,TRUE,R_1iqui45c7B0OHXs,anonymous,EN,Chrome,88.0.4324.182,Windows NT 6.3,1366x768,fE7VdC3fHr  ,KP2RnNNLXM  ,zocQ28dVqG  ,bkUX3nEuB7  ,ZQjwhuui85  ,UEjjGGXrh1  ,3dDOEy6UPb  ,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,A few times a year,They were about as skilled as most people,They were less skilled than me,1 - Extremely unhelpful,0,I was more experienced than most people,I was more skilled than most people,15,15,"With a computer mouse

",,Google Chrome,,"elephant, dog, cat, mouse, rat, hamster, gerbil, rabbit, snake, tiger, lion, otter, bear, lemur, gorilla, chimpanzee, eagle, owl, ",33,Female,Other,orange,"Yes, I only spoke English growing up",,,No,I'm not sure.,None,badadvice,R_1iqui45c7B0OHXs,835,0,0,0,0,14,17,19,19,24,19
410,100,1392,TRUE,R_2afvvtVs5BSwqex,anonymous,EN,Chrome,88.0.4324.182,Windows NT 6.3,1366x768,p0LNITmPuC  , 68nKDKfh7  , 68nKDKfh7  ,4u3Zv2SnGg,mjykpOmhXP,BugrMQHr43, kqKbBqD0LC,"No, I've never played any version of this game before",,,A few times a month,They were about as skilled as most people,They were more skilled than me,5,75,I was as experienced as most people,I was as skilled as most people,7,6,"With a computer mouse

",,Google Chrome,,"MONKEY ,DOG ,CAT,MOUSE,DONKEY,",59,Male,Other,ORANGE,"Yes, I only spoke English growing up",,,NO ERROR,THIS STUDY ABOUT PLAYING ONLINE GAME AND ANSWERING THE QUESTION,NO COMMENTS,goodadvice,R_2afvvtVs5BSwqex,1392,0,0,1,1,0,0,0,4,4,5
411,100,1424,TRUE,R_YWEW0D199Wlm653,anonymous,EN,Firefox,86,Windows NT 10.0,1920x1080,tJnGVY1h43,I8NOjm2nkc,HQlHhfzTN,OeBcLljclK,EuYGCPTgTa,7rQxaFL9UF,tzTNgfQuu,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,A few times a year,They were about as skilled as most people,They were about as skilled as me,3,15,I was less experienced than most people,I was as skilled as most people,12,10,"With a computer mouse

",,Mozilla Firefox,,"cat, dog, elephant, tiger, lion, horse, cow, mule, pig, hamster, rat, mouse, squirrel, fox, deer, bird, snake, salamander, chameleon, turtle, shark, kangaroo, camel, ",37,Male,Other,orange,"Yes, I only spoke English growing up",,,"I'm not sure if this was a quirk specific to my choice of web browser (Mozilla Firefox, latest version on Windows 10, no other extensions running) but when I was dragging through the words in the word scramble, at times, the image of the letter would be picked and dragged (similar to how you can click and drag with any other image on a web page). This made it a bit frustrating to play the game as I had to repeat my letter selection in order for it to register. After this occurred a few times, I tried clicking and dragging while focusing on the white space of the surrounding the letter but it still seemed to occur. Maybe Chrome would have worked better with the unscramble task. ",I'm guessing that the study was about how participants being given certain types of advice (e.g. obvious vs something more actionable) can affect their performance on a word unscrambling task and how they perceive the person who gave that advice..,,badadvice,R_YWEW0D199Wlm653,1424,0,0,0,0,7,10,6,3,6,9
412,100,862,TRUE,R_2TC49vGsnsqe11y,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1366x768,nHHf5OgouQ,BsaqJDcWtB,V8dFE94myj ,ZSZY8u5hcw,MtN9wavS5n,aYUgcBxH5t,yGTJmbhNJ,"No, I've never played any version of this game before",,,A few times a year,They were more skilled than most people,They were more skilled than me,6,61,I was less experienced than most people,I was less skilled than most people,15,18,"With a trackpad

",,Google Chrome,,"dog, cat, rat, hamster, horse, chicken, turtle, frog, pig, cow, rhino, hippo, giraffe, lion, tiger, bear, squirrel, chipmunk, gerbil, ferret, bird, ",42,Female,Other,orange,"Yes, I only spoke English growing up",,,,not sure,,badadvice,R_2TC49vGsnsqe11y,862,0,0,0,0,7,12,9,14,12,14
413,100,1089,TRUE,R_31hnXrZa1umFkf0,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1093x615,J7zXWU1v7Q ,ewh7qVHOXG,ybNRh7ZXnc , cjBjKkNMdj,MTnsPrmj0T,dd9fTx8SKv,qOVmu0zrjI,"No, I've never played any version of this game before",,,A few times a year,,,,NA,I was less experienced than most people,I was as skilled as most people,5,,"With a computer mouse

",,Google Chrome,,"LION, TIGER, DEER, GOAT, CAT, DOG",45,Male,Other,orange.,"Yes, I only spoke English growing up",,,none,This study examines how people perform in various games.,none,control,R_31hnXrZa1umFkf0,1089,0,0,1,1,2,1,2,6,5,2
414,100,806,TRUE,R_2xxZorOEZ9BOBBw,anonymous,EN,Chrome,88.0.4324.150,Windows NT 10.0,1280x720,xZ33poOmQW,Qlrxyrl3bH ,G4zFuYjtXi ,yx4KBb8Suh,hNf8RRPUSs,rSPGJNgVRD,GXyCRwvN2q,I'm not sure,,,Less than once a year,They were about as skilled as most people,They were less skilled than me,4,0,I was as experienced as most people,I was more skilled than most people,7,7,"With a computer mouse

",,Google Chrome,,"zebra, bear, cat, do, fish, fox, wolf, elephant, lion, gnu, ant, butterfly, worm, crab, lobster, whale, dolphin, manatee, lemur, monkey, deer, ",37,Female,Other,orange,"Yes, I only spoke English growing up",,,no,not sure,,badadvice,R_2xxZorOEZ9BOBBw,806,0,0,0,0,23,17,24,19,23,23
415,100,705,TRUE,R_3Egt0QFwdBkmjwZ,anonymous,EN,Chrome,88.0.4324.192,Macintosh,1440x900,FLPBiQo0kD,Rz6ftH93D,ZZrYhRXltH,V0ft3L5WUr,LIuc0SRKZ5,4NJt2YCRrN,fpZLwmBRu,"Yes, I've played some version of this game before",Over a year ago,,A few times a year,They were about as skilled as most people,They were about as skilled as me,4,48,I was as experienced as most people,I was as skilled as most people,12,15,"With a trackpad

",,Google Chrome,,"Rhino, dog, cat, pig, chipmunk, elephant, quokka, skunk, farret, llama, alpaca, seal, snake, spider, ant, squid, octopus, fish, giraffe, tiger, cheetah, lion, cow",22,Female,Other,orange,"Yes, I only spoke English growing up",,,,Perception and opinion,,badadvice,R_3Egt0QFwdBkmjwZ,705,0,0,0,0,11,14,15,17,17,17
416,100,1440,TRUE,R_sTE7oLEMVbxNKq5,anonymous,EN,Chrome,88.0.4324.150,Windows NT 6.3,1364x768,PJh4l6efic,UHfsnneY9,wwXjKPN91K,2po0qJVuvK,L0NKrFjruD,kd2nd35ojG,ivFb0vFD,"No, I've never played any version of this game before",,,I never play word-finding games,They were about as skilled as most people,They were about as skilled as me,6,83,I was as experienced as most people,I was as skilled as most people,5,6,"With a computer mouse

",,Google Chrome,,"lion, zebra, tiger, giraffe, cat, dog, ",40,Female,Other,orange,"Yes, I only spoke English growing up",,,No,This study is puzzles game.,I like this study.,badadvice,R_sTE7oLEMVbxNKq5,1440,1,0,1,0,4,1,4,7,5,6
417,100,867,TRUE,R_3qlePILBOmAeCcH,anonymous,EN,Chrome,87.0.4280.141,Windows NT 10.0,1280x720, 5xiWcK6etq,bqkEONJ198,YKWT2IEhBK, qPccHjteWf ,SvNZocu9GG  ,nBPobKqMnz,YuWv8MFkN7 ,I'm not sure,,,A few times a year,They were about as skilled as most people,They were about as skilled as me,5,43,I was as experienced as most people,I was as skilled as most people,5,6,"With a computer mouse

",,Google Chrome,,"snake ,lion, tiger, giraffe ,crocodile, hippopotamas ,wild cat, ",31,Male,Other,orange,"Yes, I only spoke English growing up",,,no,words arranging,no,goodadvice,R_3qlePILBOmAeCcH,867,0,0,1,1,3,3,5,5,6,5
418,100,752,TRUE,R_2qgZTKIQy8rRFDd,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1280x720,WKrxoUKVkP ,sHFBuknZ5T  ,z0OthUGsT,LT9eIOr7DJ ,hK559tJUX2,3NoWR0J4d,LSQp0hcjVZ,"No, I've never played any version of this game before",,,A few times a week,They were about as skilled as most people,They were about as skilled as me,7 - Extremely helpful,82,I was as experienced as most people,I was as skilled as most people,2,3,"With a computer mouse

",,Google Chrome,,"rat, ant, eagle, cat, dog, cow, ox, monkey, deer, lion, tiger, leopard, beer",30,Male,"Gender, marital status, and education",,"Yes, I spoke English and these other languages growing up:",Telugu,,none,To answer about word scrambles.,none,goodadvice,R_2qgZTKIQy8rRFDd,752,1,0,1,1,3,3,4,5,5,11
419,100,1611,TRUE,R_O1GwMrUYZqaWOfT,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1600x900,tFw4KSt4R7,L0H9uUOwGl,Np37u6gtKG,rewcwkH4v8,Ew8zvflNGx,RUMm5TaLfu,vHliubtT43,"No, I've never played any version of this game before",,,Less than once a year,They were more skilled than most people,They were more skilled than me,5,39,I was as experienced as most people,I was as skilled as most people,10,15,"With a computer mouse

",,Google Chrome,,"dog, cat, zebra, giraffe, hippo, camel, lion, tiger, bear, otter, sea lion, snake, bird, sting ray, fish, whale, orca, hyena, coyote, pig, boar, shark, eagle, hawk, gofer, ",32,Male,Other,orange,"Yes, I only spoke English growing up",,,,Not sure.,,goodadvice,R_O1GwMrUYZqaWOfT,1611,1,0,0,0,3,11,8,11,7,13
420,100,783,TRUE,R_3qF3mqyqEgDPcK3,anonymous,EN,Chrome,88.0.4324.150,Macintosh,2048x1152,3DKDesisKe,ENLnk9nVj7,HcnWfNwByu,jUlOhw0B7,lvUPaLJWty,4zk54urpzu,EuIv9Yx2It,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,They were about as skilled as most people,They were about as skilled as me,5,20,I was as experienced as most people,I was as skilled as most people,12,13,"With a computer mouse

",,Google Chrome,,"cat,mouse,dog,horse,elephant,gerbil,hawk,dolphin,shark,otter,manatee,penguin,fish,squirrel,deer,racoon,fox",31,Male,Other,orange,"Yes, I only spoke English growing up",,,,,,goodadvice,R_3qF3mqyqEgDPcK3,783,0,0,0,0,5,8,10,13,12,10
421,100,627,TRUE,R_ykIs3lgXhD7aYPD,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1366x768,DHbiDuoWNO  ,7zvqnx9gB  ,x0yrsj6RD6 ,q4DorYaJey,VtqwULPF,zdc9DfSDJV,qY1ojKXWzJ,"Yes, I've played some version of this game before",Within the last 6 months,Within the last 6 months,A few times a year,,,,NA,I was as experienced as most people,I was as skilled as most people,5,,"With a computer mouse

",,Google Chrome,,"(Come on guys, this study is so long for the pay already. This pays under minimum wage, I will give only some effort at this point.)

Zebra, Panda, Dog, Cat, Horse, Rat, Goat, Tiger, Lion, Wolf, Gorilla, Chimpanzee, Bonobo, Ant",26,Male,Other,orange,"Yes, I only spoke English growing up",,,"Yes, this study is so long and the pay is not worth how long the study is. At this point the study pays under minimum wage. I want to get out.",blah blah blah,no,control,R_ykIs3lgXhD7aYPD,627,1,1,0,0,9,13,14,14,16,16
422,100,812,TRUE,R_2uIFMg6beii7ijF,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1366x768,bX4JSh9Wbd ,G1EQdyuKcJ, 0cuGVH0niY ,qtuXDmfG8Y ,wGDkMufQB1  ,X9WsqVdfcJ ,Vf3VfiQTb0  ,"Yes, I've played some version of this game before",Within the last week,More than 5 years ago,A few times a month,They were about as skilled as most people,They were about as skilled as me,6,0,I was more experienced than most people,I was as skilled as most people,10,15,"With a trackpad

",,Google Chrome,,"cat, rat, bear, dog, mouse, elephant, tiger, ape, gorilla, chimpanzee, goat, sheep, cow, horse, goat, chicken, goose, goldfish, moose, owl, parakeet, newt, salamander, polar bear",32,Female,Other,orange,"Yes, I only spoke English growing up",,,,unsure,,goodadvice,R_2uIFMg6beii7ijF,812,NA,0,0,0,19,21,19,15,26,19
423,100,1743,TRUE,R_OpMEbrh77Fncr3r,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1536x864,w2b9VTmRwu  ,Qsv1THYSPD  ,GF0ssEpNF0  ,QbNPnQD63K  , cF3p3rqulT  ,NnnsSCj0Y  ,TzN6zegTyR  ,"No, I've never played any version of this game before",,,I never play word-finding games,,,,NA,I was less experienced than most people,I was less skilled than most people,10,,"With a computer mouse

",,Google Chrome,,"Cat, Mouse, Dog, Sheep, Parrot, Donkey, Goat, Ram, Snake, Monkey, Elephant, Giraffe, Donkey, Lion, Tiger, Hippotamus",45,Male,Other,orange,"Yes, I only spoke English growing up",,,None,Understanding individual games and puzzle-solving skills,,control,R_OpMEbrh77Fncr3r,1743,1,0,0,0,9,9,11,13,19,12
424,100,1065,TRUE,R_3CHqPguy0Rrbb2O,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1366x768,3Inn6igkv9  ,yWasvZR9L3  ,EWfZWQtwx5  ,oCYfzPtr4e  ,IHvFu39tPI  ,gwEYKMlNuU  ,P33b0piqLl  ,"Yes, I've played some version of this game before",Within the last 6 months,Within the last 6 months,A few times a month,They were less skilled than most people,They were less skilled than me,6,68,I was less experienced than most people,I was as skilled as most people,50,40,"With a computer mouse

",,Google Chrome,,"dog,lion,cat,tiger,owl.",35,Female,"Gender, marital status, and education",,"Yes, I only spoke English growing up",,,good,like,good,goodadvice,R_3CHqPguy0Rrbb2O,1065,0,0,0,0,2,3,7,9,10,14
425,100,975,TRUE,R_YWTVqLxLlgkcK4x,anonymous,EN,Safari,14.0.3,Macintosh,1440x900,MEkRh0HWwL,VtVVEHht16,Q3qiaMRsti,unF2dIVPVJ,aj2flEIwDB,WKFjzmajIh,Dz72ZGF8yJ,"No, I've never played any version of this game before",,,A few times a year,They were about as skilled as most people,They were about as skilled as me,6,59,I was as experienced as most people,I was as skilled as most people,4,4,"With a trackpad

",,Safari,,"dog, sheep, cow, chicken, elephant, lion, zebra, monkey, eagle, ",28,Male,"Gender, marital status, and education",,"Yes, I only spoke English growing up",,,,,,badadvice,R_YWTVqLxLlgkcK4x,975,1,1,1,0,3,2,6,7,4,5
426,100,751,TRUE,R_1gOa7vHgZLNDWnX,anonymous,EN,Firefox,87,Windows NT 10.0,1920x1080,8P6dUX6j7  ,HoyGb2pICQ  ,0WsaJ3dCW  ,inyUygoX5N  ,ECHVPYaUhd  ,Bo170ydU3C  ,J7svvxO9Q2  ,"No, I've never played any version of this game before",,,I never play word-finding games,They were about as skilled as most people,They were more skilled than me,4,16,I was less experienced than most people,I was less skilled than most people,5,10,"With a computer mouse

",,Mozilla Firefox,,"pig, cat, mouse, dog, zebra, giraffe, parrot, deer, sheep",24,Male,Other,other,"Yes, I only spoke English growing up",,,,,,goodadvice,R_1gOa7vHgZLNDWnX,751,1,1,0,0,3,4,0,4,3,4
427,100,1866,TRUE,R_ac84qoirctKviGR,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1440x900,J976BTdZtg  ,gyDFywVmUv  ,Umo5PBwTz  ,XyI96TfO5s  ,QLSqCqPL11  ,jN1Vjw3qtp  ,hEyHTPDRMd  ,"No, I've never played any version of this game before",,,Less than once a year,,,,NA,I was less experienced than most people,I was less skilled than most people,10,,"With a computer mouse

",,Google Chrome,,"cat, dog, rooster, cheetah, zebra, giraffe, bengal, penguin, falcon, leopard, gorilla, ape, fish, eel, ",40,Male,Other,orange,"Yes, I only spoke English growing up",,,,Speed in finding words,,control,R_ac84qoirctKviGR,1866,1,1,0,0,7,11,10,10,13,13
428,100,1702,TRUE,R_2PuqV7S3PPcFA0l,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1366x768,bjuGQZwLV8  ,zeXb6gTRwG  ,ZEUgY14EYn  ,1rhpqOvIGD  ,FBv1dDWnPf  ,K4wkPC4H5I  ,t6f3cDSo6p  ,"Yes, I've played some version of this game before",Within the last year,Within the last year,A few times a year,They were less skilled than most people,They were more skilled than me,6,60,I was as experienced as most people,I was less skilled than most people,5,5,"With a trackpad

",,Google Chrome,,cat dog tigar lioan ,30,Male,"Gender, marital status, and education",,"Yes, I only spoke English growing up",,,no good survey,i study for condinusly development in my nalage,it study survey is good,badadvice,R_2PuqV7S3PPcFA0l,1702,1,0,0,0,0,0,0,0,1,0
429,100,1481,TRUE,R_3nbYiXVIwAJmBU8,anonymous,EN,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,u2lQCsOrqZ,cxQmfTUont,aYPMgTJl51,GcohzYRSuu,Cr52XRaXuV,gR6hLZTuuI,mkEYuxDFnO,"Yes, I've played some version of this game before",Within the last year,Within the last 6 months,A few times a month,They were less skilled than most people,They were less skilled than me,6,46,I was less experienced than most people,I was less skilled than most people,2,2,"With a computer mouse

",,Google Chrome,,"line,ti",35,Male,Other,orang,"Yes, I only spoke English growing up",,,none,mind relax,none,badadvice,R_3nbYiXVIwAJmBU8,1481,0,0,1,0,0,2,0,0,0,1
430,100,885,TRUE,R_sHeZSZpp0XVags9,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1536x864,DkCEncfOb5,RcR81MEZq,kkRQQyfTUQ,FsjFMr9qtX,g7lJY2uWEy,nY3JjMsbks,TmItx7fCjx,"No, I've never played any version of this game before",,,Less than once a year,,,,NA,I was less experienced than most people,I was less skilled than most people,10,,"With a computer mouse

",,Google Chrome,,"Panda, fox, shark, squirrel, mouse, rat, bat, goose, pig, chicken, cow, crow, buffalo, horse, bear, deer, moose, zebra, monkey, bird, dog, cat, fish, ",40,Female,Other,orange,"Yes, I only spoke English growing up",,,No. None.,I think this study is about how I form words under pressure and how well I perform under pressure.,No comment.,control,R_sHeZSZpp0XVags9,885,0,0,0,1,3,7,10,13,7,10
431,100,710,TRUE,R_2Vm3cvuA5lDihQB,anonymous,EN,Chrome,88.0.4324.99,Windows NT 10.0,1680x1050,KfubdzJiy,IwMBif5iEn,2DqZKZJp,gCy1t2CsVn,086Py444ai,oiaUu4J6vu,ozC5yY73ZP,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,,,,NA,I was as experienced as most people,I was as skilled as most people,25,,"With a computer mouse

",,Other,Vivaldi,"tiger, elephant, moose, lion, cheetah, bear, cat, dog, mountain lion, fox, polar bear, horse, donkey, mule, otter, ",50,Female,Other,orange,"Yes, I only spoke English growing up",,,,I am not sure,,control,R_2Vm3cvuA5lDihQB,710,0,0,0,0,15,18,17,24,18,22
432,100,736,TRUE,R_3OkaXNS4UFDJtnf,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1280x720,Cg4bPMEKX2  ,GHuWrPHEMQ  ,xZDW9kc46D  ,iRZkrgTR1M  ,5GpMWBmEVV  ,M4P2EW7Pdd  ,n4WqejPl2G  ,"Yes, I've played some version of this game before",Within the last month,Within the last 6 months,A few times a week,They were less skilled than most people,They were about as skilled as me,5,82,I was as experienced as most people,I was as skilled as most people,3,2,"With a computer mouse

",,Google Chrome,,"Zebra, Lion, Tiger, Bear, Snake, Bird, Donkey, Dog, Pig, ",33,Female,Other,orange,"Yes, I only spoke English growing up",,,no,word scrambles,no,goodadvice,R_3OkaXNS4UFDJtnf,736,0,0,1,1,0,0,0,0,0,0
433,100,1844,TRUE,R_2sR3FHQPukMkEkh,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1536x864,Obp8J4Lg8b  ,cVIgBmdTog,8FyglJkBla  ,nd94XamC  ,h8113COFpz  ,bcSGGSsMUv  ,YOLl20lpXB  ,"No, I've never played any version of this game before",,,I never play word-finding games,They were about as skilled as most people,They were less skilled than me,2,7,I was more experienced than most people,I was more skilled than most people,10,12,"With a computer mouse

",,Google Chrome,,"cow, dog, cat, pig, boar, bear, chicken, skunk, rooster, deer, horse, bird, shark, fish, whale, dolphin",29,Male,Other,orange,"Yes, I only spoke English growing up",,,No,Whether someone's suggestion improved my progression.,,badadvice,R_2sR3FHQPukMkEkh,1844,1,0,0,0,19,24,19,22,27,22
434,100,1751,TRUE,R_3MtKA59pfyBE3Rj,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1366x768,tHJaCItTkj,G2utn5csWh,FWK6a8udm0  ,ffn7O1ZEx3  ,R5WewnXRJ3  ,xMeRtuo4kM  ,HzUYgEJKrK  ,"No, I've never played any version of this game before",,,A few times a year,They were about as skilled as most people,They were less skilled than me,2,24,I was less experienced than most people,I was as skilled as most people,7,6,"With a trackpad

",,Google Chrome,,goat dog ram cow cat rat rabbit snake lion tiger zebra wolf ,37,Female,Other,orange,"Yes, I only spoke English growing up",,,none,was about how fast i can think of words,none,goodadvice,R_3MtKA59pfyBE3Rj,1751,1,0,0,1,5,3,5,10,8,9
